col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
27,86,78,90,51,88,45,74,95
15,27,79,86,3,45,95,61,56
35,77,48,6,35,58,7,16,31
60,16,77,4,13,45,98,98,3
29,58,14,18,83,88,10,31,77
66,84,39,58,93,81,32,33,67
23,41,58,45,4,30,99,72,95
86,55,78,57,47,23,57,87,2
88,70,62,79,32,70,43,11,83
97,44,40,94,47,30,80,65,34
23,14,94,54,22,41,77,4,5
38,4,16,36,94,66,66,28,3
18,15,50,41,88,60,31,56,85
16,94,70,67,38,10,7,15,61
29,38,87,53,64,41,31,37,9
41,14,12,68,96,87,20,90,28
61,70,36,77,47,73,80,6,43
73,85,68,6,86,71,38,39,83
35,58,69,35,29,44,79,45,47
86,91,37,45,6,41,39,97,87
37,6,99,44,44,38,50,48,28
18,5,20,47,10,63,9,37,98
58,79,37,67,67,29,49,0,9
69,61,76,98,32,13,49,9,55
84,74,57,47,63,28,0,2,2
33,6,2,77,42,8,88,65,86
92,80,51,78,11,44,38,73,2
91,83,8,29,83,12,21,99,90
1,38,50,79,50,36,66,79,66
6,79,14,65,71,36,69,65,11
62,13,23,25,79,14,31,12,18
38,52,13,65,25,82,68,1,24
52,42,78,19,73,25,65,89,69
67,70,78,37,90,19,81,24,61
41,98,87,45,77,31,30,31,15
52,41,8,64,49,3,99,16,24
44,25,76,28,18,45,77,42,15
8,40,59,27,32,52,40,66,19
91,30,25,17,81,69,28,68,5
30,28,40,67,26,18,27,65,85
55,1,70,22,1,70,96,73,27
81,61,34,72,37,43,15,56,7
54,68,30,22,19,59,64,21,28
60,15,21,96,19,12,92,89,57
67,52,27,7,27,85,91,65,83
68,85,78,16,46,83,84,76,66
32,81,4,45,77,51,27,76,38
84,14,62,58,93,23,20,32,93
96,95,48,21,37,0,12,97,23
75,68,11,7,57,68,88,94,31
27,82,53,25,95,37,37,17,57
68,28,32,13,95,19,43,13,36
57,90,51,24,10,26,6,78,91
8,5,15,20,46,39,39,14,20
44,51,61,62,76,57,94,36,5
43,99,60,41,42,25,90,31,3
46,35,59,93,80,96,5,92,97
22,40,31,31,28,93,3,94,53
14,17,49,82,72,99,30,82,35
37,38,87,93,30,29,2,43,80
70,16,0,9,20,60,21,76,1
91,94,18,68,77,77,99,52,15
91,65,58,38,21,88,3,83,68
28,27,43,16,93,62,79,31,31
81,28,68,57,74,41,28,52,6
22,14,85,62,20,16,13,58,49
95,39,26,98,43,34,31,5,18
17,49,63,30,92,3,96,56,46
81,8,40,54,28,52,50,2,43
85,51,45,33,55,63,85,54,65
5,14,66,42,66,64,49,27,40
49,42,6,10,36,24,28,78,96
7,59,1,90,10,63,41,75,19
87,82,68,79,20,59,17,64,22
51,50,34,47,84,62,74,1,80
44,79,18,1,36,87,41,98,25
46,56,51,17,8,16,2,78,49
77,90,4,56,34,14,12,9,62
52,32,4,19,42,31,73,34,22
19,91,89,72,50,28,27,83,42
18,5,51,49,23,27,14,5,62
12,13,13,46,35,65,72,50,65
93,97,49,63,34,13,9,91,0
39,22,83,44,12,13,88,90,68
32,0,65,39,36,78,45,44,45
11,16,38,83,73,35,22,66,6
66,57,47,67,12,15,89,70,6
69,1,61,54,6,27,66,17,66
58,40,10,27,69,74,6,62,46
93,78,36,58,56,80,1,55,55
92,79,70,85,19,0,65,19,71
65,11,35,34,81,47,78,3,84
1,51,90,39,36,94,52,97,56
16,42,10,75,58,44,83,63,71
75,47,93,87,73,89,66,24,55
35,73,74,24,68,13,78,60,70
84,58,78,38,17,12,75,44,89
19,62,86,33,68,55,99,61,91
50,7,41,14,60,93,40,8,15
67,69,31,90,16,18,93,96,93
50,22,64,64,39,0,16,60,33
56,94,58,50,51,6,97,65,4
32,85,69,47,7,54,6,43,85
82,48,5,24,39,88,40,71,47
51,80,45,77,56,37,50,9,13
56,64,37,30,57,65,11,12,8
71,27,45,73,80,47,69,81,29
83,79,16,35,3,32,55,91,71
0,45,14,26,69,42,1,29,91
28,40,37,28,79,6,9,32,48
17,35,85,70,71,75,14,7,91
29,49,66,94,12,64,57,8,22
27,9,32,75,13,35,5,63,68
95,82,30,26,44,68,16,21,69
99,17,96,63,37,11,99,83,34
62,0,27,2,13,24,45,75,70
46,5,8,85,39,45,89,4,50
78,43,87,52,59,8,40,71,88
9,60,46,87,71,50,18,64,99
31,8,19,64,46,97,6,97,52
8,10,99,24,37,71,18,77,56
74,56,71,0,75,9,58,37,8
35,45,81,88,20,42,56,97,19
71,4,70,93,24,76,35,28,91
88,25,24,87,64,95,97,5,22
12,70,25,94,76,24,99,25,10
84,37,23,45,9,97,42,16,61
49,17,99,36,4,72,63,51,11
11,50,80,1,61,56,17,51,76
28,25,63,15,20,13,38,40,1
26,8,8,73,92,54,13,79,17
93,7,0,82,98,67,99,13,84
99,4,26,47,15,17,12,4,47
70,80,65,77,43,65,89,95,83
51,65,23,51,25,5,29,36,75
43,13,43,39,32,88,24,56,55
11,81,96,97,39,36,31,63,93
41,52,52,91,18,78,42,43,29
23,81,70,84,65,13,49,44,45
44,91,45,17,93,85,28,33,77
13,91,47,11,29,51,91,8,74
73,40,40,88,46,46,72,94,55
92,70,92,55,46,4,7,6,10
82,54,60,77,21,71,34,66,47
37,4,5,72,19,77,17,53,23
31,63,53,52,51,45,55,9,7
10,74,9,98,94,83,16,97,95
66,39,18,90,49,69,29,12,98
50,73,22,22,4,49,15,9,23
16,72,77,76,11,86,67,88,84
84,90,77,95,95,54,22,58,20
8,30,37,44,20,87,80,1,64
48,66,33,6,86,59,24,35,0
96,31,63,61,22,88,73,47,67
11,93,62,36,93,42,87,52,74
85,25,64,2,59,43,75,50,98
48,1,70,53,90,60,31,10,60
33,29,98,76,35,23,28,89,11
93,23,56,61,67,48,56,76,94
90,11,3,50,52,81,83,43,87
50,81,55,48,90,39,57,58,91
90,99,56,86,97,46,26,63,71
52,51,6,66,66,9,76,61,97
54,64,56,23,37,48,74,55,13
34,41,87,4,47,5,75,84,43
21,91,59,79,39,24,12,40,89
65,17,84,30,13,23,83,80,11
74,48,48,10,26,89,6,54,68
87,76,77,55,84,32,66,86,5
46,63,79,4,68,37,22,67,96
61,8,83,35,9,98,26,22,86
62,64,33,46,36,22,8,58,61
27,81,53,67,7,15,74,87,25
52,46,19,89,16,8,30,45,78
38,11,97,54,19,37,72,97,47
62,99,92,56,72,94,1,42,46
34,2,11,53,17,49,65,26,38
23,16,60,59,64,40,77,26,93
68,81,19,14,85,88,30,80,36
18,17,55,44,79,55,34,25,65
51,42,60,35,54,7,70,99,2
85,48,19,96,82,62,56,72,75
45,65,12,75,40,94,52,45,99
21,99,40,76,55,69,4,88,42
44,81,30,5,64,59,41,0,14
60,34,69,87,23,58,3,91,51
63,19,54,55,31,40,99,38,42
46,16,34,40,47,10,68,6,91
93,34,17,24,8,55,35,56,99
66,13,98,78,65,38,45,50,50
44,70,26,80,87,62,34,4,67
40,63,92,15,68,13,23,38,97
89,44,81,96,3,12,33,3,17
97,33,59,81,73,52,22,36,0
70,2,87,66,89,79,72,34,49
58,64,8,29,29,80,69,84,52
76,79,25,61,34,27,80,28,43
51,81,31,78,22,56,89,30,49
82,49,96,5,14,19,38,6,46
65,59,65,91,72,74,71,53,12
41,47,68,57,24,24,75,61,11
18,8,1,90,57,88,3,82,9
82,90,53,63,57,12,31,20,71
85,56,78,78,6,28,73,78,36
77,32,91,77,18,62,62,37,7
30,42,57,49,31,75,93,45,14
34,25,66,17,94,78,4,42,8
44,66,65,46,34,65,68,42,40
69,98,48,56,31,99,90,74,13
59,67,57,93,68,49,67,47,82
92,78,27,60,16,39,61,60,98
94,79,95,11,17,60,94,38,9
26,78,30,9,97,79,3,41,58
25,65,12,16,55,4,29,34,88
35,76,24,39,49,28,57,50,0
84,82,24,26,88,69,85,30,89
15,91,0,56,46,23,21,13,94
5,1,72,76,69,34,35,30,59
33,12,12,17,12,25,48,43,6
35,12,32,60,63,5,79,15,70
43,14,20,36,0,69,74,28,68
77,75,53,75,37,62,5,26,49
71,25,75,53,98,67,95,41,25
29,58,4,34,45,32,20,39,17
72,74,25,28,57,21,23,5,3
32,23,88,2,45,80,77,68,33
52,18,99,84,82,36,47,30,75
62,45,71,10,1,53,16,46,64
84,15,7,9,53,88,32,39,33
40,17,88,51,17,53,72,96,54
27,7,4,27,41,23,49,95,75
78,36,4,10,13,25,89,27,63
76,71,89,43,87,40,34,40,31
55,96,31,19,79,41,89,42,94
51,53,9,83,94,39,3,55,79
5,73,41,18,66,52,71,2,26
54,85,4,42,40,49,10,22,4
17,68,62,63,40,34,98,68,47
11,36,7,1,17,33,16,0,0
64,35,17,52,60,39,23,37,25
82,47,48,51,32,37,48,84,53
27,4,72,22,96,62,4,14,39
18,41,46,32,99,54,27,50,27
23,64,39,96,80,38,76,5,27
76,63,46,96,39,51,50,75,52
36,15,21,30,22,17,52,75,27
27,53,83,59,64,25,28,39,4
96,10,60,26,79,93,91,97,5
88,64,53,36,79,75,93,44,64
22,51,73,1,20,82,99,8,76
56,32,45,50,47,93,7,33,10
78,47,97,10,61,93,93,93,93
16,97,84,72,18,62,15,7,86
88,52,15,63,61,96,50,98,48
15,59,24,43,4,99,12,94,17
55,11,80,24,16,50,49,10,40
63,62,27,53,28,45,17,41,48
86,26,51,90,0,33,1,43,35
76,49,44,10,11,4,87,69,37
41,86,45,34,63,78,3,51,94
23,47,3,40,19,52,29,55,70
58,47,85,48,34,87,12,14,36
36,5,50,31,13,41,56,21,95
91,26,92,22,93,11,74,18,22
0,46,58,34,6,55,98,88,48
3,64,70,96,31,12,84,45,87
35,10,29,81,52,89,19,73,72
60,34,68,14,81,79,93,40,72
8,54,70,30,35,0,60,71,60
41,71,67,55,54,6,67,57,63
42,52,83,8,1,16,56,72,4
93,42,80,76,77,0,31,10,16
51,62,50,25,4,27,16,45,3
25,72,21,2,9,0,4,12,89
99,99,38,62,83,68,55,51,10
31,89,47,65,43,2,38,14,93
16,47,92,50,90,5,53,73,90
92,56,44,93,44,18,84,22,56
41,84,61,5,65,9,25,16,33
52,5,46,58,28,79,84,31,78
9,68,60,28,99,98,76,6,68
1,64,21,31,5,59,25,47,77
75,67,45,65,94,21,89,3,74
19,61,80,51,14,76,73,83,7
10,94,88,1,66,2,8,51,92
68,56,38,88,55,12,90,93,85
35,23,40,62,75,69,9,76,13
43,85,83,77,26,55,46,17,79
3,18,80,39,76,16,44,73,8
65,5,8,82,24,12,84,5,21
29,63,31,91,24,75,29,47,29
46,60,96,70,29,0,21,1,75
59,33,75,12,83,74,52,10,37
50,47,6,47,57,98,19,23,2
4,90,36,89,40,16,86,47,48
85,43,10,79,9,37,13,28,69
61,10,75,41,68,28,85,8,85
10,18,0,96,30,0,2,40,56
77,4,83,65,16,61,45,90,42
16,14,46,97,33,83,9,40,34
94,24,77,25,34,9,49,52,19
6,37,94,22,13,88,71,6,2
46,18,1,56,78,45,16,1,74
80,66,87,26,85,84,62,47,70
39,71,58,17,11,97,71,72,97
83,32,38,68,52,71,46,63,78
86,93,56,4,3,15,64,17,34
16,55,10,51,60,86,28,60,45
88,98,42,39,42,77,0,95,70
4,60,95,15,85,79,94,1,43
86,56,18,25,29,83,67,11,81
20,97,99,97,11,56,46,10,82
91,45,95,93,26,97,66,47,4
28,40,17,14,51,32,31,17,17
12,7,87,86,89,21,71,55,19
90,15,40,35,18,50,31,76,0
80,80,43,71,2,32,18,95,0
9,54,78,74,9,73,15,29,2
10,45,93,4,42,91,12,21,15
87,92,38,17,58,63,94,89,44
37,98,29,84,29,74,72,6,29
75,66,91,59,42,75,21,20,89
57,89,21,76,41,58,35,26,35
92,79,29,70,26,56,31,67,81
8,37,7,22,88,39,76,66,60
51,0,73,54,15,51,93,7,70
92,93,52,65,29,91,15,55,45
75,92,50,43,39,52,90,40,15
35,99,45,14,25,60,83,20,99
25,82,61,91,98,92,2,6,7
78,36,55,51,98,13,73,57,37
13,14,81,95,38,63,39,81,12
84,71,59,38,15,17,56,49,34
90,65,61,77,54,87,78,63,59
1,26,85,39,42,63,63,40,11
2,67,27,42,62,34,1,21,18
14,22,85,48,19,9,5,77,77
7,88,66,68,51,89,41,59,24
95,71,16,8,50,82,87,4,36
8,27,75,1,65,15,69,38,17
17,14,84,21,49,85,26,91,89
20,55,19,85,69,94,71,27,45
36,28,15,89,32,82,41,10,61
24,61,59,91,56,74,6,46,0
78,85,7,56,29,2,0,5,95
13,8,26,86,53,1,34,89,5
99,91,51,76,92,12,20,31,44
41,94,58,48,35,94,53,45,16
28,39,74,34,90,95,34,43,19
49,10,95,90,30,85,53,80,38
75,18,32,20,87,29,49,65,13
73,21,94,43,73,72,83,60,32
73,89,69,95,53,2,34,70,60
68,35,83,60,62,52,12,30,61
96,33,43,61,94,23,59,85,43
13,97,87,64,0,87,18,58,10
31,38,53,59,72,13,19,33,72
6,4,52,77,89,71,6,12,86
50,25,25,12,19,67,24,34,33
45,49,56,57,26,74,74,54,30
19,69,88,67,9,3,86,89,34
19,55,8,82,74,53,96,49,27
57,86,48,58,19,19,10,87,44
4,68,69,19,92,42,70,12,93
50,28,57,70,62,21,31,52,95
22,25,81,83,72,49,80,84,14
27,96,55,99,11,74,68,1,63
91,75,32,14,64,29,10,73,19
15,77,60,74,44,55,93,80,84
82,10,0,56,58,30,81,65,93
28,37,46,84,10,34,0,67,78
76,45,22,86,2,23,68,33,57
38,9,36,98,51,96,12,32,45
66,89,79,91,67,60,70,57,65
16,54,7,71,49,92,54,21,92
78,37,74,92,52,5,82,31,78
48,21,8,43,13,84,30,17,60
78,63,46,82,3,60,93,76,33
48,14,72,14,76,90,20,10,15
40,71,31,52,25,97,8,69,2
7,33,79,43,82,0,10,82,70
21,43,62,31,5,90,19,12,96
9,58,12,42,66,8,28,25,23
50,77,32,15,58,94,75,3,0
14,90,48,77,94,18,34,92,79
84,62,53,84,17,33,75,28,59
17,26,99,1,97,72,3,89,48
98,80,95,44,38,29,50,41,13
1,66,61,51,70,58,6,65,38
53,45,65,20,66,59,13,19,60
68,19,15,25,82,99,11,32,23
91,57,31,94,31,80,22,92,19
80,64,4,19,86,91,63,98,48
22,75,55,22,30,72,53,47,91
32,75,97,86,37,66,83,67,50
38,25,0,24,66,43,0,16,67
67,36,13,65,75,17,91,5,13
97,61,64,89,26,46,49,8,60
43,96,4,22,17,75,76,35,10
36,46,20,74,82,83,80,40,47
35,60,5,52,89,84,29,4,89
90,46,19,38,35,5,49,37,40
51,82,59,62,93,81,29,93,37
63,59,13,89,99,75,84,85,24
53,11,11,51,58,54,51,31,91
94,22,9,30,43,0,81,31,20
93,19,54,56,13,67,40,94,20
58,71,76,87,57,67,82,34,7
33,99,84,90,3,78,4,17,8
8,31,93,54,57,59,3,27,5
4,17,98,33,67,16,87,45,43
9,12,64,42,1,84,12,56,82
46,48,14,21,47,45,12,69,82
79,26,76,52,23,37,61,45,90
38,94,17,99,25,22,62,22,59
59,45,64,53,14,12,96,70,72
15,88,6,88,99,53,91,46,99
99,70,61,93,54,84,98,94,4
0,47,82,55,30,39,79,9,76
8,33,56,80,34,51,54,26,37
28,48,31,34,58,84,35,87,34
72,30,96,2,84,45,61,81,12
14,57,27,29,75,64,38,30,20
89,55,89,40,36,72,63,28,82
75,21,13,7,93,12,79,83,32
49,18,32,65,14,96,86,0,31
10,76,29,2,43,31,93,63,77
92,61,91,32,3,17,64,35,89
11,74,78,80,65,94,4,54,49
70,36,35,3,52,34,28,57,99
64,2,29,11,63,27,93,22,18
79,21,91,51,7,68,8,48,27
82,49,39,74,68,83,62,68,15
79,17,26,77,34,1,38,11,18
54,21,76,45,36,77,36,35,75
18,78,25,94,94,2,81,90,78
34,93,72,63,99,79,26,16,28
1,52,50,34,14,50,70,14,76
7,22,91,59,10,92,68,23,57
59,56,78,18,8,87,79,54,50
36,26,31,52,99,59,24,8,58
79,56,66,15,40,18,9,50,32
8,73,75,17,99,81,7,17,67
18,85,53,64,36,35,77,59,69
69,24,19,50,74,23,57,35,92
37,74,11,84,4,57,27,41,18
54,76,70,32,90,92,27,21,99
9,93,92,89,74,33,94,97,15
25,60,84,35,13,32,85,55,98
7,82,17,38,29,79,35,86,70
98,80,45,9,29,11,92,87,42
10,41,86,25,1,4,58,18,32
55,20,97,12,65,67,73,64,15
3,66,14,82,10,91,40,10,87
55,37,38,0,68,33,65,22,76
58,38,56,26,97,86,64,99,89
5,1,37,97,30,13,34,35,99
67,65,66,12,82,95,46,51,82
67,59,89,12,89,67,62,0,54
59,31,26,81,88,43,81,39,97
64,83,57,14,34,38,61,42,9
34,63,45,42,46,81,31,23,50
33,10,98,85,0,53,60,27,12
50,89,43,44,68,36,20,26,4
45,97,75,66,46,34,97,91,30
41,97,47,43,84,90,25,78,95
49,11,72,34,39,39,44,6,23
33,79,83,10,75,47,50,32,78
29,77,26,41,18,47,19,91,89
90,74,17,37,66,6,94,59,10
1,77,90,89,76,10,66,64,78
18,39,2,5,91,92,68,98,41
98,3,11,27,36,46,93,35,88
24,15,88,67,20,12,62,38,63
37,89,54,98,99,74,14,82,55
69,87,99,85,87,54,28,13,51
25,45,58,26,69,84,54,7,94
31,71,15,80,84,16,55,30,80
66,4,36,69,74,65,22,55,18
83,92,34,83,48,37,58,20,15
37,92,20,80,42,95,79,89,5
86,25,91,3,82,10,65,17,71
9,51,56,44,42,39,83,50,67
91,63,85,89,34,37,5,37,91
61,65,57,10,67,37,49,94,7
74,26,55,84,53,45,60,47,14
0,92,40,4,54,17,3,71,53
66,34,42,64,92,39,52,64,82
14,53,50,54,86,77,74,10,16
15,79,55,39,22,6,71,93,69
19,69,5,92,10,78,59,17,75
6,20,33,2,2,9,29,60,66
46,56,29,54,78,15,18,59,83
38,75,43,7,0,94,23,87,99
79,28,10,71,26,33,20,12,78
75,42,69,16,40,7,10,77,15
59,73,22,61,65,6,78,86,21
71,53,24,41,45,16,4,82,72
13,98,27,56,99,96,59,0,20
34,49,61,70,3,3,54,18,82
94,8,52,32,56,10,86,22,71
48,46,50,64,95,57,7,91,7
15,41,96,4,4,4,95,29,47
6,50,97,68,2,15,30,96,7
13,58,69,27,56,71,5,84,61
10,32,31,60,6,17,64,96,94
24,50,77,18,27,80,7,64,26
56,9,40,94,47,69,24,59,38
10,95,57,52,86,71,63,65,60
11,31,25,86,94,30,87,86,2
7,70,49,6,50,35,61,66,20
67,60,4,35,26,74,78,10,76
27,81,53,47,40,82,4,0,13
14,94,13,64,30,83,42,50,43
79,49,36,99,44,38,57,35,6
85,54,5,77,67,67,1,48,50
77,60,85,55,46,13,96,6,65
34,14,8,17,71,70,8,26,6
93,76,46,79,14,71,70,88,69
39,90,84,87,81,55,75,61,59
7,56,70,57,64,88,11,11,57
4,45,79,62,63,10,51,8,16
59,9,26,31,52,68,32,17,99
14,96,28,62,37,54,16,61,43
37,55,34,93,60,30,52,92,28
87,7,49,37,48,9,36,6,88
97,21,40,29,38,58,34,51,87
53,26,57,65,55,26,64,16,24
82,87,42,90,96,34,50,46,23
51,78,31,55,9,13,93,45,47
97,38,47,46,21,97,96,28,92
95,43,85,97,91,31,79,73,19
28,49,80,60,31,7,90,48,77
36,69,99,60,91,2,65,75,71
24,96,68,89,70,51,11,79,86
0,34,46,83,31,67,24,50,86
93,67,69,86,70,45,68,47,12
66,70,43,58,12,53,1,40,68
21,29,43,97,90,48,40,46,92
89,41,94,7,14,77,92,36,35
3,18,31,65,51,27,13,93,55
7,48,97,68,0,98,36,49,6
95,74,19,40,84,77,76,53,62
78,4,4,57,92,99,48,22,63
63,87,44,19,65,44,47,59,38
84,2,33,35,40,98,56,87,57
62,76,37,95,54,58,15,90,47
81,36,21,64,7,37,21,7,83
75,61,84,81,30,98,23,22,36
25,53,1,86,56,56,63,81,39
41,51,93,3,5,55,21,14,23
98,5,77,24,86,28,73,48,85
18,12,32,15,62,33,26,6,85
62,79,87,45,82,53,50,15,80
77,81,15,74,59,20,16,88,44
99,53,51,13,26,22,12,64,93
8,37,65,45,63,91,66,14,50
89,95,22,87,3,86,29,45,23
10,30,65,97,91,72,19,19,82
8,22,27,21,66,27,49,32,21
32,45,90,38,73,73,0,53,62
10,49,53,82,45,90,84,69,53
32,88,42,87,34,27,12,26,37
94,49,12,4,71,84,44,64,84
19,35,5,31,71,41,27,93,76
58,31,21,88,83,81,84,95,73
77,83,44,8,34,55,72,62,41
33,11,98,36,66,98,95,27,0
3,97,68,73,96,3,90,59,50
16,49,92,10,47,57,18,30,80
86,9,45,85,96,81,0,90,94
98,48,66,56,81,30,52,92,60
65,57,95,54,77,64,11,13,38
64,18,59,99,11,21,57,92,63
84,0,58,92,41,35,73,49,4
88,26,82,89,56,58,72,93,26
93,57,4,39,60,62,25,44,24
76,23,81,29,69,67,16,97,67
85,46,29,91,73,25,78,18,25
92,76,76,82,8,84,10,98,37
25,60,29,11,9,84,25,93,4
66,95,48,33,95,44,48,63,18
28,0,89,18,41,58,30,8,75
16,67,4,98,16,46,47,14,39
60,37,92,73,10,7,38,80,94
84,3,46,88,21,87,81,76,15
89,72,39,86,5,49,96,91,74
44,48,98,1,61,42,46,31,96
88,49,2,37,45,78,8,61,66
37,67,49,2,90,67,67,92,21
20,43,37,89,38,17,75,63,25
64,58,35,88,3,62,20,92,46
28,93,56,3,8,52,14,5,92
66,50,41,83,51,72,11,46,96
62,93,29,2,39,25,61,3,62
32,59,73,35,18,98,97,16,7
79,14,51,15,15,44,10,79,2
54,71,23,40,12,97,95,28,16
68,8,64,14,88,63,20,29,78
85,28,57,50,56,85,15,86,54
87,1,0,46,54,13,96,8,42
89,94,95,43,5,51,83,94,55
81,70,78,19,10,79,79,13,99
83,87,73,53,75,96,63,53,1
54,52,39,27,62,63,82,27,89
15,25,22,12,55,53,52,91,41
15,22,13,24,78,93,20,57,28
11,32,48,26,48,78,14,51,95
81,35,92,82,14,78,42,78,92
0,61,1,7,49,67,45,62,46
70,17,7,41,42,1,69,19,81
2,54,6,2,85,87,50,25,69
35,87,70,23,49,19,11,36,35
35,70,19,3,98,8,18,49,54
40,68,22,89,99,60,69,32,2
3,32,45,77,8,23,85,37,91
30,5,55,94,41,57,25,41,80
29,57,95,54,27,92,53,91,36
10,98,72,82,70,56,87,0,87
68,46,82,91,69,76,11,5,10
76,93,98,43,61,65,83,47,89
18,39,60,30,1,53,61,43,56
39,92,81,15,15,79,93,4,95
7,45,95,96,78,75,56,0,16
87,85,52,99,33,11,92,65,10
9,0,36,17,10,23,45,59,99
82,73,56,34,27,27,6,36,22
56,49,35,3,95,49,3,6,1
75,99,76,95,36,47,13,42,66
78,7,82,60,85,89,56,76,7
67,0,37,97,79,94,37,97,57
47,88,30,85,87,74,94,75,77
39,3,45,99,66,52,32,82,34
16,46,63,84,75,2,18,90,74
4,74,19,11,16,50,63,30,84
41,26,56,66,53,79,17,83,9
24,25,13,1,23,42,12,74,88
83,69,68,61,17,36,9,95,31
22,91,77,74,68,19,3,88,46
67,48,17,44,40,92,89,6,89
59,54,32,22,26,6,79,21,55
24,14,61,0,53,70,8,69,64
63,46,16,41,31,88,26,62,81
18,13,9,22,77,58,87,16,15
95,94,45,72,94,8,98,59,34
33,59,63,50,66,21,73,44,23
50,88,20,86,47,88,84,44,70
90,41,33,92,5,62,0,54,19
79,17,69,62,6,82,34,26,31
19,24,26,52,14,14,29,81,92
43,79,26,2,17,35,80,86,46
52,96,17,22,67,97,74,93,54
72,45,17,20,34,62,73,86,39
60,24,27,82,0,32,38,86,76
53,62,75,70,25,55,91,37,96
37,24,69,26,61,69,37,67,0
63,77,15,39,64,15,98,24,89
8,85,9,61,46,35,43,93,0
35,72,29,80,41,50,22,70,86
73,17,60,47,3,51,17,17,40
16,71,61,69,37,73,60,47,16
60,52,67,30,52,9,14,34,43
48,68,59,10,64,44,33,61,70
26,66,25,1,60,44,7,75,2
44,65,98,61,28,50,4,41,1
60,96,31,30,11,33,51,90,61
18,33,81,23,98,52,75,10,11
14,35,63,79,61,93,94,28,79
57,27,81,71,89,34,51,93,29
29,74,92,41,26,28,80,44,11
51,75,85,36,61,38,13,13,5
22,40,71,92,82,99,58,33,68
14,66,46,82,3,27,17,52,38
65,45,80,21,88,55,81,91,72
14,23,70,32,38,95,33,0,9
61,24,67,24,47,2,23,41,74
64,60,71,2,19,30,20,80,95
79,96,24,95,43,84,10,70,25
92,88,85,29,69,55,60,35,58
52,88,51,53,14,29,14,13,51
8,30,50,66,12,82,41,98,58
0,73,52,81,58,32,89,94,53
65,76,30,24,80,89,95,62,12
70,5,8,23,88,57,54,38,22
96,73,46,3,97,91,99,73,80
68,5,70,15,6,38,72,11,12
99,43,71,91,20,55,53,19,84
58,14,94,31,49,83,21,74,81
64,31,34,0,73,44,59,98,18
13,76,46,70,22,16,88,8,50
95,47,12,88,25,87,92,72,88
60,36,83,13,8,11,1,75,76
91,47,16,65,0,43,55,21,19
16,44,73,73,6,15,16,94,45
13,35,26,78,29,10,64,36,47
65,7,77,98,72,27,95,71,35
89,30,12,37,14,49,21,10,8
0,47,98,15,36,25,43,76,91
17,80,33,71,32,72,13,82,15
45,71,67,87,66,29,32,53,11
35,77,85,66,43,13,99,49,80
24,20,24,76,13,21,65,21,18
35,71,88,44,51,93,26,25,96
15,74,38,86,60,67,96,30,7
7,79,9,71,23,28,37,82,89
75,81,35,77,99,81,97,50,76
95,99,32,66,12,36,31,46,66
13,78,50,22,91,99,43,41,55
3,81,84,53,82,43,7,30,49
25,39,23,38,0,59,69,20,1
11,47,70,4,16,12,4,24,77
73,27,14,12,35,22,14,47,99
50,50,11,22,21,69,20,94,97
14,17,25,45,51,99,6,48,7
37,43,81,60,63,50,91,5,6
90,97,29,33,46,91,8,62,66
84,80,46,62,16,41,72,96,32
31,35,8,53,34,54,11,74,3
3,65,16,67,26,10,22,86,89
49,12,79,62,71,86,27,93,27
70,53,71,63,88,39,77,64,5
82,96,74,37,52,40,91,20,62
70,97,79,63,1,56,44,15,15
1,72,58,91,59,41,34,25,34
0,98,88,49,58,36,24,82,4
6,44,87,60,62,38,22,27,88
14,45,14,79,31,23,51,67,51
11,24,83,34,74,65,64,3,31
1,39,62,45,70,83,36,75,11
47,23,88,60,70,79,47,97,3
25,65,91,70,26,93,22,25,26
1,4,40,5,49,6,22,36,74
63,37,36,64,84,88,45,59,67
60,6,17,17,79,25,63,94,87
53,8,78,44,0,89,61,4,33
37,16,96,89,25,61,32,76,3
45,92,67,94,82,82,25,19,64
40,54,79,76,23,34,49,34,35
24,60,61,38,10,2,28,44,3
45,77,81,13,49,72,96,43,47
52,87,56,1,21,50,42,90,46
67,41,10,15,55,73,68,37,93
36,88,31,34,97,61,83,45,51
10,96,3,12,59,85,8,38,23
70,28,60,36,93,49,29,73,68
20,45,11,86,21,99,24,50,39
78,82,52,80,74,4,69,98,24
55,94,20,36,86,79,51,96,86
5,38,35,29,30,78,23,90,16
13,4,27,83,96,65,62,30,31
95,92,30,39,48,40,22,5,37
36,80,9,97,5,30,58,91,90
23,5,44,8,61,85,4,58,12
23,74,57,98,7,68,40,78,21
84,52,65,16,97,85,70,4,59
77,63,68,18,33,26,77,38,5
77,31,86,99,92,24,85,44,34
3,39,51,45,8,40,92,78,25
54,77,50,52,58,75,40,85,39
67,41,71,50,44,16,34,63,76
94,40,10,76,19,67,29,98,97
33,84,49,27,75,8,91,51,54
88,79,38,39,51,25,44,91,62
71,95,45,10,54,86,88,46,47
84,71,87,9,58,34,34,76,81
28,25,76,47,47,16,50,19,28
26,44,95,91,63,6,69,90,94
32,61,85,32,67,17,2,50,0
77,78,96,75,80,64,88,39,46
68,51,85,91,63,90,94,96,34
2,0,52,15,42,80,70,26,5
52,0,58,29,0,76,80,92,76
77,45,4,15,70,25,53,81,63
59,43,38,55,57,72,36,59,2
64,29,42,74,18,57,12,10,81
